run_id,crest_factor_threshold,lat_threshold,window_ms,min_decay,eps,gatekeeper_accuracy,gatekeeper_specificity,gatekeeper_precision,gatekeeper_recall,gatekeeper_f1,tracker_precision,tracker_recall,tracker_f1
run_001,3.0,0.15,125,0.15,0.08,0.626,0.497,0.648,0.729,0.686,0.812,0.662,0.729
run_002,3.0,0.15,125,0.15,0.12,0.62,0.397,0.626,0.795,0.7,0.796,0.738,0.766
run_003,3.0,0.15,125,0.15,0.15,0.616,0.355,0.618,0.821,0.705,0.785,0.762,0.773
run_004,5.0,0.15,125,0.15,0.08,0.643,0.852,0.804,0.478,0.6,0.879,0.437,0.584
run_005,5.0,0.15,125,0.15,0.12,0.644,0.808,0.773,0.515,0.618,0.858,0.486,0.621
run_006,5.0,0.15,125,0.15,0.15,0.649,0.786,0.762,0.541,0.633,0.844,0.505,0.632
