sound_id,name,username,license,tags,preview_url,local_path
493961,BELL 02.mp3,old_bell_boy_melbourne,https://creativecommons.org/licenses/by/4.0/,"1980s-1990s,Australia,Bell,Melbourne,School,Tone,Vintage",https://cdn.freesound.org/previews/493/493961_7845099-hq.ogg,../data/audio/bell/493961_7845099-hq.ogg
30160,BellTinyShake.wav,HerbertBoland,https://creativecommons.org/licenses/by/4.0/,"bell,small",https://cdn.freesound.org/previews/30/30160_129090-hq.ogg,../data/audio/bell/30160_129090-hq.ogg
25917,Enryakuji_bell_mp3.mp3,MShades,http://creativecommons.org/licenses/sampling+/1.0/,"bell,enryakuji,hiezan,japan,shiga,temple",https://cdn.freesound.org/previews/25/25917_180608-hq.ogg,../data/audio/bell/25917_180608-hq.ogg
78506,desk_bell_one_time_01.wav,joedeshon,https://creativecommons.org/licenses/by/4.0/,"bell,desk,ding,hotel,ring",https://cdn.freesound.org/previews/78/78506_1218676-hq.ogg,../data/audio/bell/78506_1218676-hq.ogg
85969,BELL 7.MP3,tiamariya,http://creativecommons.org/licenses/sampling+/1.0/,"7,bell",https://cdn.freesound.org/previews/85/85969_1381641-hq.ogg,../data/audio/bell/85969_1381641-hq.ogg
495494,Bike bell 11.flac,cdrk,https://creativecommons.org/licenses/by/4.0/,"bell,bicycle,bike,ring",https://cdn.freesound.org/previews/495/495494_65641-hq.ogg,../data/audio/bell/495494_65641-hq.ogg
701039,"Loose Classic Bike Bell, Double Ding 2",manofham,http://creativecommons.org/publicdomain/zero/1.0/,"bell,bicycle,bicycle-bell,bike,bike-bell,classic,cycle,ding,double,metallic,ring,ringing",https://cdn.freesound.org/previews/701/701039_13818935-hq.ogg,../data/audio/bell/701039_13818935-hq.ogg
851615,Bell 8cm ring clapper 1,Sadiquecat,http://creativecommons.org/publicdomain/zero/1.0/,"Dji,Dji-mic3,bell,close-up,indoor,medium,one-shot,oneshot,ring",https://cdn.freesound.org/previews/851/851615_5287430-hq.ogg,../data/audio/bell/851615_5287430-hq.ogg
825850,The receptionist rings the bell eight times.,tosha73,https://creativecommons.org/licenses/by/4.0/,"Bell,call,chime,counter,hall,hotel,meeting,motel,office,reception,service,tourism",https://cdn.freesound.org/previews/825/825850_10725617-hq.ogg,../data/audio/bell/825850_10725617-hq.ogg
580980,Foggy Bell.wav,tec_studio,http://creativecommons.org/publicdomain/zero/1.0/,"bell,fog,ships-bell",https://cdn.freesound.org/previews/580/580980_1431924-hq.ogg,../data/audio/bell/580980_1431924-hq.ogg
545625,Hells Bell Hit2.wav,tosha73,https://creativecommons.org/licenses/by/4.0/,"Blows,Gong,bell,creepy,drama,fear,ghost,haunted,hell,horror,iron,leaf,macabre,metal,mystery,nightmare,phantom,ringing,scary,sinister,spooky,suspense,terrifying,terror,threat,thrill,witchcraft",https://cdn.freesound.org/previews/545/545625_10725617-hq.ogg,../data/audio/bell/545625_10725617-hq.ogg
