sound_id,name,username,license,tags,preview_url,local_path
115254,rain.wav,matucha,https://creativecommons.org/licenses/by/4.0/,"atmosphere,dense,rain,weather",https://cdn.freesound.org/previews/115/115254_739478-hq.ogg,../data/audio/rain/115254_739478-hq.ogg
387064,Car Rain.wav,Smukey9,http://creativecommons.org/publicdomain/zero/1.0/,"Buffalo,Drops,Nature,New,Rain,Spring,Storm,Weather,York,car,field-recording",https://cdn.freesound.org/previews/387/387064_6988192-hq.ogg,../data/audio/rain/387064_6988192-hq.ogg
594899,Rain stick.wav,MessyAcousticApocalypse666,http://creativecommons.org/licenses/by-nc/3.0/,"ambient,granular,instrument,owi,rain,rainstick",https://cdn.freesound.org/previews/594/594899_12590321-hq.ogg,../data/audio/rain/594899_12590321-hq.ogg
320520,Rain (Field Recording),Opticreep,http://creativecommons.org/publicdomain/zero/1.0/,"downpour,rain,raining,shower,weather",https://cdn.freesound.org/previews/320/320520_4731953-hq.ogg,../data/audio/rain/320520_4731953-hq.ogg
251635,NYC Rain 4 G- lightening crack.wav,bmlake,https://creativecommons.org/licenses/by/4.0/,"Lightning,NYC,Rain,Storm,Thunder,Weather",https://cdn.freesound.org/previews/251/251635_4040997-hq.ogg,../data/audio/rain/251635_4040997-hq.ogg
161545,Rain.wav,DasDeer,https://creativecommons.org/licenses/by/4.0/,"Field-Recording,Nature,Rain",https://cdn.freesound.org/previews/161/161545_2594193-hq.ogg,../data/audio/rain/161545_2594193-hq.ogg
196669,rain on plastic jacket.mp3,soundmary,https://creativecommons.org/licenses/by/4.0/,"rain,rain-on-plastic,water",https://cdn.freesound.org/previews/196/196669_1160789-hq.ogg,../data/audio/rain/196669_1160789-hq.ogg
386540,water_rain_light.wav,GlennM,http://creativecommons.org/licenses/by/3.0/,"environment,game,light,nature,rain,rainy,storm,water",https://cdn.freesound.org/previews/386/386540_7230532-hq.ogg,../data/audio/rain/386540_7230532-hq.ogg
510151,Light Rain.wav,bagher3,https://creativecommons.org/licenses/by/4.0/,"light-rain,rain,rainy",https://cdn.freesound.org/previews/510/510151_10839748-hq.ogg,../data/audio/rain/510151_10839748-hq.ogg
345479,SERVAN_ELODIE_2015_2016_rain.wav,iut_Paris8,https://creativecommons.org/licenses/by-nc/4.0/,"night,rain,raining",https://cdn.freesound.org/previews/345/345479_907124-hq.ogg,../data/audio/rain/345479_907124-hq.ogg
329489,rainPatter.wav,mtustian,http://creativecommons.org/publicdomain/zero/1.0/,"pouring-rain,rain,rain-on-window,rain-patter,rainy,storm,window-pane",https://cdn.freesound.org/previews/329/329489_5577329-hq.ogg,../data/audio/rain/329489_5577329-hq.ogg
691541,rain_light_traffic_04.wav,ania635,http://creativecommons.org/publicdomain/zero/1.0/,"cars,gdansk,light,quiet,rain,street,traffic,wet-road",https://cdn.freesound.org/previews/691/691541_15056885-hq.ogg,../data/audio/rain/691541_15056885-hq.ogg
475842,rain1.wav,rionka,http://creativecommons.org/publicdomain/zero/1.0/,"afternoon,burst,city,dense,field-recording,hail,intense,metal,outside,rain,roof,room,squall,storm,summer,tempest,thunder,thunderstorm,water,wet",https://cdn.freesound.org/previews/475/475842_3374104-hq.ogg,../data/audio/rain/475842_3374104-hq.ogg
613138,Open window rain,xL0gic,https://creativecommons.org/licenses/by/4.0/,"nature,rain,summer,weather",https://cdn.freesound.org/previews/613/613138_13337523-hq.ogg,../data/audio/rain/613138_13337523-hq.ogg
529614,Raining.wav,trangphanzen512986,http://creativecommons.org/licenses/by-nc/3.0/,"Rain,Raining,Rainy",https://cdn.freesound.org/previews/529/529614_11612044-hq.ogg,../data/audio/rain/529614_11612044-hq.ogg
670516,Raining outside HF,trader_one,http://creativecommons.org/publicdomain/zero/1.0/,"field-recording,nature,rain,water,weather",https://cdn.freesound.org/previews/670/670516_14228776-hq.ogg,../data/audio/rain/670516_14228776-hq.ogg
327767,Regen_Rain_kuz_Lang_Tropfen_Stark_Strong2-3.mp3,Jeffreys2,http://creativecommons.org/publicdomain/zero/1.0/,"Lang,Rain,Regen,Stark,Strong2-3,Tropfen,kuz",https://cdn.freesound.org/previews/327/327767_2278647-hq.ogg,../data/audio/rain/327767_2278647-hq.ogg
624782,Midnight Rain Ambience,Cpfcfan10,https://creativecommons.org/licenses/by/4.0/,"Ambient,Atmosphere,Environment,Midnight,Rain,Urban",https://cdn.freesound.org/previews/624/624782_11563061-hq.ogg,../data/audio/rain/624782_11563061-hq.ogg
321654,"Thunder, Very Close, No Rain, C.wav",InspectorJ,https://creativecommons.org/licenses/by/4.0/,"Close,Florida,Lightning,Loud,No,Rain,Storm,Strike,Thunder,Thunderstorm,Very,Weather",https://cdn.freesound.org/previews/321/321654_5121236-hq.ogg,../data/audio/rain/321654_5121236-hq.ogg
838697,tram_rain_11,nsdhhdw,http://creativecommons.org/publicdomain/zero/1.0/,"motor,rain,tram",https://cdn.freesound.org/previews/838/838697_18262122-hq.ogg,../data/audio/rain/838697_18262122-hq.ogg
838720,car_rain_06,nsdhhdw,http://creativecommons.org/publicdomain/zero/1.0/,"car,engine,rain,vehicle",https://cdn.freesound.org/previews/838/838720_18262122-hq.ogg,../data/audio/rain/838720_18262122-hq.ogg
638431,Rain shower outside spring,bogenseeberg,https://creativecommons.org/licenses/by/4.0/,"Rain,outside,shower,spring",https://cdn.freesound.org/previews/638/638431_7495013-hq.ogg,../data/audio/rain/638431_7495013-hq.ogg
20418,HerringGull_InTheRain.flac,acclivity,https://creativecommons.org/licenses/by-nc/4.0/,"bird,call,field-recording,flickr,gull,herring-gull,rain",https://cdn.freesound.org/previews/20/20418_37876-hq.ogg,../data/audio/rain/20418_37876-hq.ogg
437166,rain_short1.wav,sonajbsfreesound,http://creativecommons.org/publicdomain/zero/1.0/,"Rain,nature,weather",https://cdn.freesound.org/previews/437/437166_6613130-hq.ogg,../data/audio/rain/437166_6613130-hq.ogg
672702,Rain on the roof of car inside 4,Cinetony,http://creativecommons.org/publicdomain/zero/1.0/,"Rain,car,doblo,fiat,field-recording,inside,raindops,roof,water",https://cdn.freesound.org/previews/672/672702_5985747-hq.ogg,../data/audio/rain/672702_5985747-hq.ogg
585874,LLuvia [Rain],SmirnoffLulo,http://creativecommons.org/publicdomain/zero/1.0/,"agua,caer,down,lluvia,rain,water",https://cdn.freesound.org/previews/585/585874_13160723-hq.ogg,../data/audio/rain/585874_13160723-hq.ogg
662633,147_IDK Rain Keyz 01,gunnbladez,https://creativecommons.org/licenses/by/4.0/,"Keyz,Rain,melody",https://cdn.freesound.org/previews/662/662633_1603602-hq.ogg,../data/audio/rain/662633_1603602-hq.ogg
123987,rain-backyard.wav,echobones,https://creativecommons.org/licenses/by/4.0/,"back,backyard,british,leaves,rain,summer,yard",https://cdn.freesound.org/previews/123/123987_1425819-hq.ogg,../data/audio/rain/123987_1425819-hq.ogg
460654,boots in the rain,noamp2003,http://creativecommons.org/publicdomain/zero/1.0/,"boots,footsteps,rain,walking",https://cdn.freesound.org/previews/460/460654_9664803-hq.ogg,../data/audio/rain/460654_9664803-hq.ogg
16210,door.of.bar.raining.wav,andriala,http://creativecommons.org/licenses/by-nc/3.0/,"bar,drops,people,rain,street",https://cdn.freesound.org/previews/16/16210_52876-hq.ogg,../data/audio/rain/16210_52876-hq.ogg
519483,Single Thunder Rain.wav,papedo,http://creativecommons.org/publicdomain/zero/1.0/,"Highres,Loud,PCM-D100,Rain,Short,Single,Sony,Storm,Thunder,Thunderstorm,Weather",https://cdn.freesound.org/previews/519/519483_2609218-hq.ogg,../data/audio/rain/519483_2609218-hq.ogg
232357,rain.wav,xserra,https://creativecommons.org/licenses/by/4.0/,"rain,raining,storm,water",https://cdn.freesound.org/previews/232/232357_43-hq.ogg,../data/audio/rain/232357_43-hq.ogg
522652,RainShort 16:06:2020.wav,philpikemusic,http://creativecommons.org/licenses/by/3.0/,"24-bit,96khz,field-recording,lightning,nature,rain,storm,thunder,weather",https://cdn.freesound.org/previews/522/522652_11579476-hq.ogg,../data/audio/rain/522652_11579476-hq.ogg
778367,Heavy_Urban_Rain_With_Distant_Thunder_02,BlondPanda,http://creativecommons.org/publicdomain/zero/1.0/,"ambience,lightning,rain,rumble,storm,strike,thunder",https://cdn.freesound.org/previews/778/778367_8927049-hq.ogg,../data/audio/rain/778367_8927049-hq.ogg
50372,00011 grzmot 11.wav,Robinhood76,https://creativecommons.org/licenses/by-nc/4.0/,"lightning,rain,storm,thunder",https://cdn.freesound.org/previews/50/50372_321967-hq.ogg,../data/audio/rain/50372_321967-hq.ogg
161000,stormy weather 120612.WAV,Mafon2,http://creativecommons.org/publicdomain/zero/1.0/,"Rain,storm,thunder",https://cdn.freesound.org/previews/161/161000_1196472-hq.ogg,../data/audio/rain/161000_1196472-hq.ogg
68719,Raintrees.wav,mikaelfernstrom,https://creativecommons.org/licenses/by/4.0/,"rain,trees",https://cdn.freesound.org/previews/68/68719_734611-hq.ogg,../data/audio/rain/68719_734611-hq.ogg
116961,myrain_1.wav,1jmorrisoncafe291,http://creativecommons.org/licenses/by/3.0/,"nature,processed,public-domain,rain,water",https://cdn.freesound.org/previews/116/116961_2081635-hq.ogg,../data/audio/rain/116961_2081635-hq.ogg
73315,memorial_waterfall.mp3,NoiseCollector,http://creativecommons.org/licenses/by/3.0/,"ambience,rain,storm,thunder",https://cdn.freesound.org/previews/73/73315_4948-hq.ogg,../data/audio/rain/73315_4948-hq.ogg
27741,001_A_020_Konamiuss_2006_12_25.wav,Konamiuss,http://creativecommons.org/publicdomain/zero/1.0/,"grill,rain,sizzle",https://cdn.freesound.org/previews/27/27741_130583-hq.ogg,../data/audio/rain/27741_130583-hq.ogg
