sound_id,name,username,license,tags,preview_url,local_path
629987,Knocking on Wood Door (1),Flem0527,http://creativecommons.org/publicdomain/zero/1.0/,"door,doors,knock,knocking,knocks,wood",https://cdn.freesound.org/previews/629/629987_12715066-hq.ogg,../data/audio/door-knocking/629987_12715066-hq.ogg
841281,Door Knock 1,blou27,https://creativecommons.org/licenses/by/4.0/,"Door,Knock,Knocking",https://cdn.freesound.org/previews/841/841281_14682985-hq.ogg,../data/audio/door-knocking/841281_14682985-hq.ogg
621234,Someone knock on door (4 knocks).mp3,AUDACITIER,http://creativecommons.org/publicdomain/zero/1.0/,"door,knock,knocking,knocks,loud,woo,wood,wooden",https://cdn.freesound.org/previews/621/621234_13682949-hq.ogg,../data/audio/door-knocking/621234_13682949-hq.ogg
697794,"Rolled door knock, modern apartment, wooden #21",JapanYoshiTheGamer,http://creativecommons.org/publicdomain/zero/1.0/,"apartment,bathroom,door,foley,knock,knocking,office,wooden",https://cdn.freesound.org/previews/697/697794_2901280-hq.ogg,../data/audio/door-knocking/697794_2901280-hq.ogg
571671,Knock on Door 2,NachtmahrTV,http://creativecommons.org/publicdomain/zero/1.0/,"door,knock,knocking,knocks,knuckle,wood",https://cdn.freesound.org/previews/571/571671_5620304-hq.ogg,../data/audio/door-knocking/571671_5620304-hq.ogg
268500,door_knock.wav,wjtaylor,http://creativecommons.org/publicdomain/zero/1.0/,"door,hand,hit,human,impact,knock,knocked,knocking,loud,thump,wood,wooden",https://cdn.freesound.org/previews/268/268500_4989900-hq.ogg,../data/audio/door-knocking/268500_4989900-hq.ogg
152593,Knocking on Door(Edited).mp3,OTBTechno,http://creativecommons.org/licenses/by/3.0/,"Door,Knocking,Knocks,Two",https://cdn.freesound.org/previews/152/152593_2029121-hq.ogg,../data/audio/door-knocking/152593_2029121-hq.ogg
378740,Knocking door 1,MonkeyFacebook532,https://creativecommons.org/licenses/by/4.0/,"door,knock,knocking,knocking-door,knocks,wooden-door",https://cdn.freesound.org/previews/378/378740_4508331-hq.ogg,../data/audio/door-knocking/378740_4508331-hq.ogg
458045,Door knocking 3,quetzalcontla,https://creativecommons.org/licenses/by/4.0/,"door,knock,knocking,knocks,wood",https://cdn.freesound.org/previews/458/458045_241103-hq.ogg,../data/audio/door-knocking/458045_241103-hq.ogg
458044,Door knocking 2,quetzalcontla,https://creativecommons.org/licenses/by/4.0/,"door,knock,knocking,knocks",https://cdn.freesound.org/previews/458/458044_241103-hq.ogg,../data/audio/door-knocking/458044_241103-hq.ogg
496466,Knock_Door.wav,Harrisando,http://creativecommons.org/publicdomain/zero/1.0/,"door,knock,knocking,knocking-on-wood",https://cdn.freesound.org/previews/496/496466_9855691-hq.ogg,../data/audio/door-knocking/496466_9855691-hq.ogg
496465,Knock_Door_2.wav,Harrisando,http://creativecommons.org/publicdomain/zero/1.0/,"door,knock,knocking,knocking-on-wood",https://cdn.freesound.org/previews/496/496465_9855691-hq.ogg,../data/audio/door-knocking/496465_9855691-hq.ogg
519416,Cautious Door Knocking 01.wav,LilMati,http://creativecommons.org/publicdomain/zero/1.0/,"Cautious,Door,Film,Game,Hello,Hit,Hits,Knock,Knocked,Knocking,Knocks,Noise,Noises,cautious,door,film,game,hello,hit,hits,knock,knocked,knocking,knocks,noise,noises",https://cdn.freesound.org/previews/519/519416_6142149-hq.ogg,../data/audio/door-knocking/519416_6142149-hq.ogg
151089,door knock 2.wav,ripper351,http://creativecommons.org/publicdomain/zero/1.0/,"a,door,knock,knocking,wood",https://cdn.freesound.org/previews/151/151089_1897373-hq.ogg,../data/audio/door-knocking/151089_1897373-hq.ogg
68702,KnockingDoor.wav,mikaelfernstrom,https://creativecommons.org/licenses/by/4.0/,"door,knocking",https://cdn.freesound.org/previews/68/68702_734611-hq.ogg,../data/audio/door-knocking/68702_734611-hq.ogg
508731,Knock at the door,mariab_dasilva,http://creativecommons.org/publicdomain/zero/1.0/,"Door,house,knocking",https://cdn.freesound.org/previews/508/508731_11085854-hq.ogg,../data/audio/door-knocking/508731_11085854-hq.ogg
466784,Knocking On Door,HogantheLogan,http://creativecommons.org/publicdomain/zero/1.0/,"door,knock,knocking,knocks,wood,wooden",https://cdn.freesound.org/previews/466/466784_8451485-hq.ogg,../data/audio/door-knocking/466784_8451485-hq.ogg
469079,Knocking door.wav,Hawkeye_Sprout,https://creativecommons.org/licenses/by/4.0/,"Knocking,door,wood",https://cdn.freesound.org/previews/469/469079_9634718-hq.ogg,../data/audio/door-knocking/469079_9634718-hq.ogg
494569,Wooden door knock.wav,775noise,http://creativecommons.org/publicdomain/zero/1.0/,"bang,door,field-recording,foley,knock,knocking,tap,wood,wooden",https://cdn.freesound.org/previews/494/494569_3489769-hq.ogg,../data/audio/door-knocking/494569_3489769-hq.ogg
639428,Knock at Wood Door,LaurenPonder,http://creativecommons.org/publicdomain/zero/1.0/,"clack,door,knock,knocking,knocks,plank,wood",https://cdn.freesound.org/previews/639/639428_5685306-hq.ogg,../data/audio/door-knocking/639428_5685306-hq.ogg
700663,Door knocking (twice),DigPro120,http://creativecommons.org/publicdomain/zero/1.0/,"door,knock,knocking,knocks",https://cdn.freesound.org/previews/700/700663_7414526-hq.ogg,../data/audio/door-knocking/700663_7414526-hq.ogg
662966,Knocking on Door.wav,Solar01,http://creativecommons.org/publicdomain/zero/1.0/,"door,furniture,house,knock,knock-door,knocking,knocking-door,knocking-on-door,percussion,wooden-door",https://cdn.freesound.org/previews/662/662966_14490715-hq.ogg,../data/audio/door-knocking/662966_14490715-hq.ogg
632389,Knocking on a Door,elisabethmufengi,http://creativecommons.org/publicdomain/zero/1.0/,"door,knocking,knocks",https://cdn.freesound.org/previews/632/632389_13959832-hq.ogg,../data/audio/door-knocking/632389_13959832-hq.ogg
616866,knocking door.wav,Arsen-kA,https://creativecommons.org/licenses/by-nc/4.0/,"door,knocking,open,there,whos",https://cdn.freesound.org/previews/616/616866_13631514-hq.ogg,../data/audio/door-knocking/616866_13631514-hq.ogg
615427,knocking on door,RobSp1derp1g,http://creativecommons.org/publicdomain/zero/1.0/,"door,knock,knocking",https://cdn.freesound.org/previews/615/615427_13650383-hq.ogg,../data/audio/door-knocking/615427_13650383-hq.ogg
586974,4 Door Knocks,prueslove,http://creativecommons.org/publicdomain/zero/1.0/,"door,knock,knocking,knocks,table,wood,wooden",https://cdn.freesound.org/previews/586/586974_3037491-hq.ogg,../data/audio/door-knocking/586974_3037491-hq.ogg
607254,Knocking on Door,D4XX,http://creativecommons.org/publicdomain/zero/1.0/,"door,knock,knocking",https://cdn.freesound.org/previews/607/607254_887696-hq.ogg,../data/audio/door-knocking/607254_887696-hq.ogg
372231,Knocking on Door 2 (Indoor/Mixed),EvanBoyerman,http://creativecommons.org/licenses/by/3.0/,"aggressive,door,indoor,knock,knocking,knocks,other-side",https://cdn.freesound.org/previews/372/372231_6823432-hq.ogg,../data/audio/door-knocking/372231_6823432-hq.ogg
458050,Door knocking 4,quetzalcontla,https://creativecommons.org/licenses/by/4.0/,"door,knock,knocking,knocks,wood",https://cdn.freesound.org/previews/458/458050_241103-hq.ogg,../data/audio/door-knocking/458050_241103-hq.ogg
